congress,name,birth,position,party,state,death
4,"JACKSON, James",1757,Senator,Anti-Administration,GA,1806
4,"KING, Rufus",1755,Senator,Federalist,NY,1827
4,"KITCHELL, Aaron",1744,Representative,Democratic Republican,NJ,1820
4,"KITTERA, John Wilkes",1752,Representative,Federalist,PA,1801
4,"LANGDON, John",1741,Senator,Democratic Republican,NH,1819
4,"LATIMER, Henry",1752,Senator,Federalist,DE,1819
4,"LAURANCE, John",1750,Senator,Federalist,NY,1810
4,"LEONARD, George",1729,Representative,Federalist,MA,1819
4,"LIVERMORE, Samuel",1732,Senator,Pro-Administration,NH,1803
4,"LIVINGSTON, Edward",1764,Representative,,NY,1836
4,"LOCKE, Matthew",1730,Representative,Republican,NC,1801
4,"LYMAN, Samuel",1749,Representative,Federalist,MA,1802
4,"LYMAN, William",1755,Representative,Republican,MA,1811
4,"MACLAY, Samuel",1741,Representative,Democratic Republican,PA,1811
4,"MACON, Nathaniel",1757,Representative,Democratic Republican,NC,1837
4,"MADISON, James, Jr.",1751,Representative,Republican,VA,1836
4,"MALBONE, Francis",1759,Representative,Federalist,RI,1809
4,"MARSHALL, Humphrey",1760,Senator,Federalist,KY,1841
4,"MARTIN, Alexander",1740,Senator,Anti-Administration,NC,1807
4,"MASON, Stevens Thomson",1760,Senator,Democratic Republican,VA,1803
4,"MILLEDGE, John",1757,Representative,Democratic Republican,GA,1818
4,"MOORE, Andrew",1752,Representative,Democratic Republican,VA,1821
4,"MUHLENBERG, Frederick Augustus Conrad",1750,Representative,Republican,PA,1801
4,"MURRAY, William Vans",1760,Representative,Federalist,MD,1803
4,"NEW, Anthony",1747,Representative,Republican,VA,1833
4,"NICHOLAS, John",1757c,Representative,Republican,VA,1819
4,"ORR, Alexander Dalrymple",1761,Representative,Republican,KY,1835
4,"PAGE, John",1743,Representative,Republican,VA,1808
4,"PAINE, Elijah",1757,Senator,Federalist,VT,1842
4,"PARKER, Josiah",1751,Representative,Federalist,VA,1810
4,"PATTEN, John",1746,Representative,Republican,DE,1800
4,"POTTER, Elisha Reynolds",1764,Representative,Federalist,RI,1835
4,"POTTS, Richard",1753,Senator,Pro-Administration,MD,1808
4,"PRESTON, Francis",1765,Representative,Republican,VA,1835
4,"READ, Jacob",1752,Senator,Federalist,SC,1816
4,"REED, John",1751,Representative,Federalist,MA,1831
4,"RICHARDS, John",1753,Representative,Republican,PA,1822
4,"ROBINSON, Moses",1741,Senator,Anti-Administration,VT,1813
4,"ROSS, James",1762,Senator,Pro-Administration,PA,1847
4,"RUTHERFORD, Robert",1728,Representative,Republican,VA,1803
4,"RUTHERFURD, John",1760,Senator,Pro-Administration,NJ,1840
4,"SEDGWICK, Theodore",1746,Senator,Federalist,MA,1813
4,"SEWALL, Samuel",1757,Representative,Federalist,MA,1814
4,"SHERBURNE, John Samuel",1757,Representative,Republican,NH,1830
4,"SITGREAVES, Samuel",1764,Representative,Federalist,PA,1827
4,"SKINNER, Thomson Joseph",1752,Representative,Republican,MA,1809
4,"SMITH, Isaac",1740,Representative,Federalist,NJ,1807
4,"SMITH, Israel",1759,Representative,Democratic Republican,VT,1810
4,"SMITH, Jeremiah",1759,Representative,Federalist,NH,1842
4,"SMITH, Nathaniel",1762,Representative,Federalist,CT,1822
4,"SMITH, Samuel",1752,Representative,Democratic Republican,MD,1839
4,"SMITH, William Loughton",1758,Representative,Federalist,SC,1812
4,"SPRIGG, Richard, Jr.",1769c,Representative,Republican,MD,1806
4,"SPRIGG, Thomas",1747,Representative,Republican,MD,1809
4,"STOCKTON, Richard",1764,Senator,Federalist,NJ,1828
4,"STRONG, Caleb",1745,Senator,Pro-Administration,MA,1819
4,"STRUDWICK, William Francis",c1765,Representative,Federalist,NC,1812
4,"SWANWICK, John",1760,Representative,Republican,PA,1798
4,"SWIFT, Zephaniah",1759,Representative,Federalist,CT,1823
4,"TATOM, Absalom",1742,Representative,Republican,NC,1802
4,"TATTNALL, Josiah",1762,Senator,Democratic Republican,GA,1803
4,"TAZEWELL, Henry",1753,Senator,Anti-Administration,VA,1799
4,"THACHER, George",1754,Representative,Federalist,MA,1824
4,"THOMAS, Richard",1744,Representative,Federalist,PA,1832
4,"THOMSON, Mark",1739,Representative,Federalist,NJ,1803
4,"TICHENOR, Isaac",1754,Senator,Federalist,VT,1838
4,"TRACY, Uriah",1755,Representative,Federalist,CT,1807
4,"TRUMBULL, Jonathan, Jr.",1740,Senator,Federalist,CT,1809
4,"VAN ALEN, John Evert",1749,Representative,Federalist,NY,1807
4,"VAN CORTLANDT, Philip",1749,Representative,Republican,NY,1831
4,"VARNUM, Joseph Bradley",1750/1751,Representative,Democratic Republican,MA,1821
4,"VENABLE, Abraham Bedford",1758,Representative,Democratic Republican,VA,1811
4,"VINING, John",1758,Senator,Pro-Administration,DE,1802
4,"WADSWORTH, Peleg",1748,Representative,Federalist,MA,1829
4,"WALTON, George",1749/1750,Senator,Federalist,GA,1804
4,"WHITE, James",1749,Delegate,,TN,1809
4,"WILLIAMS, John",1752,Representative,Federalist,NY,1806
4,"WINN, Richard",1750,Representative,Republican,SC,1818
5,"ALLEN, John",1763,Representative,Federalist,CT,1812
5,"ANDERSON, Joseph Inslee",1757,Senator,Democratic Republican,TN,1837
5,"BAER, George, Jr.",1763,Representative,Federalist,MD,1834
5,"BALDWIN, Abraham",1754,Representative,Democratic Republican,GA,1807
5,"BARD, David",1744,Representative,Republican,PA,1815
5,"BARTLETT, Bailey",1750,Representative,Federalist,MA,1830
5,"BAYARD, James Asheton, Sr.",1767,Representative,Federalist,DE,1815
5,"BENTON, Lemuel",1754,Representative,Republican,SC,1818
5,"BINGHAM, William",1752,Senator,Federalist,PA,1804
5,"BLOODWORTH, Timothy",1736,Senator,Democratic Republican,NC,1814
5,"BLOUNT, Thomas",1759,Representative,Republican,NC,1812
5,"BLOUNT, William",1749,Senator,Democratic Republican,TN,1800
5,"BRACE, Jonathan",1754,Representative,Federalist,CT,1837
5,"BRADBURY, Theophilus",1739,Representative,Federalist,MA,1803
5,"BRADFORD, William",1729,Senator,Pro-Administration,RI,1808
5,"BRENT, Richard",1757,Representative,Republican,VA,1814
5,"BROOKS, David",1756,Representative,Federalist,NY,1838
5,"BROWN, John",1757,Senator,Republican,KY,1837
5,"BROWN, Robert",1744,Representative,Republican,PA,1823
5,"BRYAN, Nathan",1748,Representative,Republican,NC,1798
5,"BULLOCK, Stephen",1735,Representative,Federalist,MA,1816
5,"BURGES, Dempsey",1751,Representative,Republican,NC,1800
5,"CABELL, Samuel Jordan",1756,Representative,Republican,VA,1818
5,"CHAMPLIN, Christopher Grant",1768,Representative,Federalist,RI,1840
5,"CHAPMAN, John",1740,Representative,Federalist,PA,1800
5,"CHIPMAN, Nathaniel",1752,Senator,Federalist,VT,1843
5,"CLAIBORNE, Thomas",1749,Representative,Republican,VA,1812
5,"CLAIBORNE, William Charles Cole",1775,Representative,Democratic Republican,TN,1817
5,"CLAY, Matthew",1754,Representative,Republican,VA,1815
5,"CLAYTON, Joshua",1744,Senator,Federalist,DE,1798
5,"CLOPTON, John",1756,Representative,Republican,VA,1816
5,"COCHRAN, James",1769,Representative,Federalist,NY,1848
5,"COCKE, William",1748,Senator,Democratic Republican,TN,1828
5,"COIT, Joshua",1758,Representative,Federalist,CT,1798
5,"CRAIK, William",1761,Representative,Federalist,MD,1814
5,"DANA, Samuel Whittlesey",1760,Representative,Federalist,CT,1830
5,"DAVENPORT, Franklin",1755,Senator,Federalist,NJ,1832
5,"DAVENPORT, James",1758,Representative,Federalist,CT,1797
5,"DAVIS, Thomas Terry",,Representative,Republican,KY,1807
5,"DAWSON, John",1762,Representative,Republican,VA,1814
5,"DAYTON, Jonathan",1760,Speaker of the House,Federalist,US,1824
5,"DENNIS, John",1771,Representative,Federalist,MD,1806
5,"DENT, George",1756,Representative,Federalist,MD,1813
5,"EDMOND, William",1755,Representative,Federalist,CT,1838
5,"EGE, George",1748,Representative,Federalist,PA,1829
5,"EGGLESTON, Joseph",1754,Representative,Republican,VA,1811
5,"ELMENDORF, Lucas Conrad",1758,Representative,Republican,NY,1843
5,"EVANS, Thomas",c 1755,Representative,Federalist,VA,1815
5,"FINDLEY, William",1741/1742,Representative,Republican,PA,1821
5,"FOSTER, Abiel",1735,Representative,Federalist,NH,1806
5,"FOSTER, Dwight",1757,Representative,Federalist,MA,1823
5,"FOSTER, Theodore",1752,Senator,Federalist,RI,1828
5,"FOWLER, John",1755,Representative,Republican,KY,1840
5,"FREEMAN, Jonathan",1745,Representative,Federalist,NH,1808
5,"FREEMAN, Nathaniel, Jr.",1766,Representative,Republican,MA,1800
5,"GALLATIN, Albert",1761,Representative,Republican,PA,1849
5,"GILES, William Branch",1762,Representative,Republican,VA,1830
5,"GILLESPIE, James",c1747,Representative,Republican,NC,1805
5,"GLEN, Henry",1739,Representative,Federalist,NY,1814
5,"GOODHUE, Benjamin",1748,Senator,Federalist,MA,1814
5,"GOODRICH, Chauncey",1759,Representative,Federalist,CT,1815
5,"GORDON, William",1763,Representative,Federalist,NH,1802
5,"GREENE, Ray",1765,Senator,Federalist,RI,1849
5,"GREGG, Andrew",1755,Representative,Democratic Republican,PA,1835
5,"GRISWOLD, Roger",1762,Representative,Federalist,CT,1812
5,"GROVE, William Barry",1764,Representative,Federalist,NC,1818
5,"GUNN, James",1753,Senator,Federalist,GA,1801
5,"HANNA, John Andre",1762,Representative,Republican,PA,1805
5,"HARPER, Robert Goodloe",1765,Representative,,SC,1825
5,"HARRISON, Carter Bassett",c1756,Representative,Republican,VA,1808
5,"HARTLEY, Thomas",1748,Representative,Federalist,PA,1800
5,"HAVENS, Jonathan Nicoll",1757,Representative,Republican,NY,1799
5,"HENRY, John",1750,Senator,Pro-Administration,MD,1798
5,"HIESTER, Joseph",1752,Representative,Republican,PA,1832
5,"HILLHOUSE, James",1754,Senator,Federalist,CT,1832
5,"HINDMAN, William",1743,Representative,Federalist,MD,1822
5,"HOBART, John Sloss",1738,Senator,Federalist,NY,1805
5,"HOLMES, David",1769,Representative,Democratic Republican,VA,1832
5,"HOSMER, Hezekiah Lord",1765,Representative,Federalist,NY,1814
5,"HOWARD, John Eager",1752,Senator,Federalist,MD,1827
5,"HUNTER, John",1732/1760,Senator,Democratic Republican,SC,1802
5,"IMLAY, James Henderson",1764,Representative,Federalist,NJ,1823
5,"JACKSON, Andrew",1767,Senator,Democratic Republican,TN,1845
5,"JONES, Walter",1745,Representative,Republican,VA,1815
5,"KITTERA, John Wilkes",1752,Representative,Federalist,PA,1801
5,"LANGDON, John",1741,Senator,Democratic Republican,NH,1819
5,"LATIMER, Henry",1752,Senator,Federalist,DE,1819
5,"LAURANCE, John",1750,Senator,Federalist,NY,1810
5,"LIVERMORE, Samuel",1732,Senator,Federalist,NH,1803
5,"LIVINGSTON, Edward",1764,Representative,,NY,1836
5,"LLOYD, James",1756,Senator,Federalist,MD,1830
5,"LOCKE, Matthew",1730,Representative,Republican,NC,1801
5,"LYMAN, Samuel",1749,Representative,Federalist,MA,1802
5,"LYON, Matthew",1749,Representative,Republican,VT,1822
5,"MACHIR, James",,Representative,Federalist,VA,1827
5,"MACON, Nathaniel",1757,Representative,Democratic Republican,NC,1837
5,"MARSHALL, Humphrey",1760,Senator,Federalist,KY,1841
5,"MARTIN, Alexander",1740,Senator,Anti-Administration,NC,1807
5,"MASON, Stevens Thomson",1760,Senator,Democratic Republican,VA,1803
5,"MATTHEWS, William",1755,Representative,Federalist,MD,1808
5,"McCLENACHAN, Blair",,Representative,Republican,PA,1812
5,"McDOWELL, Joseph",1756,Representative,Republican,NC,1801
5,"MILLEDGE, John",1757,Representative,Democratic Republican,GA,1818
5,"MORGAN, Daniel",1736,Representative,Federalist,VA,1802
5,"MORRIS, Lewis Richard",1760,Representative,Federalist,VT,1825
5,"NEW, Anthony",1747,Representative,Republican,VA,1833
5,"NICHOLAS, John",1757c,Representative,Republican,VA,1819
5,"NORTH, William",1755,Senator,Federalist,NY,1836
5,"OTIS, Harrison Gray",1765,Representative,Federalist,MA,1848
5,"PAINE, Elijah",1757,Senator,Federalist,VT,1842
5,"PARKER, Isaac",1768,Representative,Federalist,MA,1830
5,"PARKER, Josiah",1751,Representative,Federalist,VA,1810
5,"PINCKNEY, Charles",1757,Senator,Democratic Republican,SC,1824
5,"PINCKNEY, Thomas",1750,Representative,Federalist,SC,1828
5,"POTTER, Elisha Reynolds",1764,Representative,Federalist,RI,1835
5,"READ, Jacob",1752,Senator,Federalist,SC,1816
5,"REED, John",1751,Representative,Federalist,MA,1831
5,"ROSS, James",1762,Senator,Federalist,PA,1847
5,"RUTHERFURD, John",1760,Senator,Pro-Administration,NJ,1840
5,"RUTLEDGE, John, Jr.",1766,Representative,Federalist,SC,1819
5,"SCHUREMAN, James",1756,Representative,Federalist,NJ,1824
5,"SCHUYLER, Philip John",1733,Senator,Pro-Administration,NY,1804
5,"SEDGWICK, Theodore",1746,Senator,Federalist,MA,1813
5,"SEWALL, Samuel",1757,Representative,Federalist,MA,1814
5,"SHEPARD, William",1737,Representative,Federalist,MA,1817
5,"SINNICKSON, Thomas",1744,Representative,Federalist,NJ,1817
5,"SITGREAVES, Samuel",1764,Representative,Federalist,PA,1827
5,"SKINNER, Thomson Joseph",1752,Representative,Republican,MA,1809
5,"SMITH, Daniel",1748,Senator,Democratic Republican,TN,1818
5,"SMITH, Jeremiah",1759,Representative,Federalist,NH,1842
5,"SMITH, Nathaniel",1762,Representative,Federalist,CT,1822
5,"SMITH, Samuel",1752,Representative,Democratic Republican,MD,1839
5,"SMITH, William",1751,Representative,Republican,SC,1837
5,"SMITH, William Loughton",1758,Representative,Federalist,SC,1812
5,"SPAIGHT, Richard Dobbs",1758,Representative,Republican,NC,1802
5,"SPRAGUE, Peleg",1756,Representative,Federalist,NH,1800
5,"SPRIGG, Richard, Jr.",1769c,Representative,Republican,MD,1806
5,"STANFORD, Richard",1767,Representative,Republican,NC,1816
5,"STOCKTON, Richard",1764,Senator,Federalist,NJ,1828
5,"SUMTER, Thomas",1734,Representative,Democratic Republican,SC,1832
5,"SWANWICK, John",1760,Representative,Republican,PA,1798
5,"TATTNALL, Josiah",1762,Senator,Democratic Republican,GA,1803
5,"TAZEWELL, Henry",1753,Senator,Anti-Administration,VA,1799
5,"THACHER, George",1754,Representative,Federalist,MA,1824
5,"THOMAS, Richard",1744,Representative,Federalist,PA,1832
5,"THOMSON, Mark",1739,Representative,Federalist,NJ,1803
5,"TICHENOR, Isaac",1754,Senator,Federalist,VT,1838
5,"TILLINGHAST, Thomas",1742,Representative,Federalist,RI,1821
5,"TRACY, Uriah",1755,Senator,Federalist,CT,1807
5,"TRIGG, Abram",1750,Representative,Republican,VA,
5,"TRIGG, John Johns",1748,Representative,Republican,VA,1804
5,"VAN ALEN, John Evert",1749,Representative,Federalist,NY,1807
5,"VAN CORTLANDT, Philip",1749,Representative,Republican,NY,1831
5,"VARNUM, Joseph Bradley",1750/1751,Representative,Democratic Republican,MA,1821
5,"VENABLE, Abraham Bedford",1758,Representative,Democratic Republican,VA,1811
5,"VINING, John",1758,Senator,Pro-Administration,DE,1802
5,"WADSWORTH, Peleg",1748,Representative,Federalist,MA,1829
5,"WALN, Robert",1765,Representative,Federalist,PA,1836
5,"WATSON, James",1750,Senator,Federalist,NY,1806
5,"WELLS, William Hill",1769,Senator,Federalist,DE,1829
5,"WILLIAMS, John",1752,Representative,Federalist,NY,1806
5,"WILLIAMS, Robert",1773,Representative,Republican,NC,1836
6,"ALSTON, Willis",1769,Representative,Republican,NC,1837
6,"ANDERSON, Joseph Inslee",1757,Senator,Democratic Republican,TN,1837
6,"ARMSTRONG, John, Jr.",1758,Senator,Democratic Republican,NY,1843
6,"BAER, George, Jr.",1763,Representative,Federalist,MD,1834
6,"BAILEY, Theodorus",1758,Representative,Republican,NY,1828
6,"BALDWIN, Abraham",1754,Senator,Democratic Republican,GA,1807
6,"BARTLETT, Bailey",1750,Representative,Federalist,MA,1830
6,"BAYARD, James Asheton, Sr.",1767,Representative,Federalist,DE,1815
6,"BINGHAM, William",1752,Senator,Federalist,PA,1804
6,"BIRD, John",1768,Representative,Federalist,NY,1806
6,"BISHOP, Phanuel",1739,Representative,Republican,MA,1812
6,"BLOODWORTH, Timothy",1736,Senator,Democratic Republican,NC,1814
6,"BRACE, Jonathan",1754,Representative,Federalist,CT,1837
6,"BROWN, John",1736,Representative,Federalist,RI,1803
6,"BROWN, John",1757,Senator,Republican,KY,1837
6,"BROWN, Robert",1744,Representative,Republican,PA,1823
6,"CABELL, Samuel Jordan",1756,Representative,Republican,VA,1818
6,"CHAMPLIN, Christopher Grant",1768,Representative,Federalist,RI,1840
6,"CHIPMAN, Nathaniel",1752,Senator,Federalist,VT,1843
6,"CHRISTIE, Gabriel",1755,Representative,Republican,MD,1808
6,"CLAIBORNE, William Charles Cole",1775,Representative,Democratic Republican,TN,1817
6,"CLAY, Matthew",1754,Representative,Republican,VA,1815
6,"COCKE, William",1748,Senator,Democratic Republican,TN,1828
6,"CONDIT, John",1755,Representative,Democratic Republican,NJ,1834
6,"COOPER, William",1754,Representative,Federalist,NY,1809
6,"CRAIK, William",1761,Representative,Federalist,MD,1814
6,"DANA, Samuel Whittlesey",1760,Representative,Federalist,CT,1830
6,"DAVENPORT, Franklin",1755,Representative,Federalist,NJ,1832
6,"DAVENPORT, John",1752,Representative,Federalist,CT,1830
6,"DAVIS, Thomas Terry",,Representative,Republican,KY,1807
6,"DAWSON, John",1762,Representative,Republican,VA,1814
6,"DAYTON, Jonathan",1760,Senator,Federalist,NJ,1824
6,"DENNIS, John",1771,Representative,Federalist,MD,1806
6,"DENT, George",1756,Representative,Federalist,MD,1813
6,"DEXTER, Samuel",1761,Senator,Federalist,MA,1816
6,"DICKSON, Joseph",1745,Representative,Federalist,NC,1825
6,"EDMOND, William",1755,Representative,Federalist,CT,1838
6,"EGGLESTON, Joseph",1754,Representative,Republican,VA,1811
6,"ELMENDORF, Lucas Conrad",1758,Representative,Republican,NY,1843
6,"EVANS, Thomas",c 1755,Representative,Federalist,VA,1815
6,"FOSTER, Abiel",1735,Representative,Federalist,NH,1806
6,"FOSTER, Dwight",1757,Representative,Federalist,MA,1823
6,"FOSTER, Theodore",1752,Senator,Federalist,RI,1828
6,"FOWLER, John",1755,Representative,Republican,KY,1840
6,"FRANKLIN, Jesse",1760,Senator,Democratic Republican,NC,1823
6,"FREEMAN, Jonathan",1745,Representative,Federalist,NH,1808
6,"GALLATIN, Albert",1761,Representative,Republican,PA,1849
6,"GLEN, Henry",1739,Representative,Federalist,NY,1814
6,"GOODE, Samuel",1756,Representative,Republican,VA,1822
6,"GOODHUE, Benjamin",1748,Senator,Federalist,MA,1814
6,"GOODRICH, Chauncey",1759,Representative,Federalist,CT,1815
6,"GOODRICH, Elizur",1761,Representative,Federalist,CT,1849
6,"GORDON, William",1763,Representative,Federalist,NH,1802
6,"GRAY, Edwin",1743,Representative,Republican,VA,
6,"GREENE, Ray",1765,Senator,Federalist,RI,1849
6,"GREGG, Andrew",1755,Representative,Democratic Republican,PA,1835
6,"GRISWOLD, Roger",1762,Representative,Federalist,CT,1812
6,"GROVE, William Barry",1764,Representative,Federalist,NC,1818
6,"GUNN, James",1753,Senator,Federalist,GA,1801
6,"HANNA, John Andre",1762,Representative,Republican,PA,1805
6,"HARPER, Robert Goodloe",1765,Representative,,SC,1825
6,"HARRISON, William Henry",1773,Delegate,,OH,1841
6,"HARTLEY, Thomas",1748,Representative,Federalist,PA,1800
6,"HAVENS, Jonathan Nicoll",1757,Representative,Republican,NY,1799
6,"HENDERSON, Archibald",1768,Representative,Federalist,NC,1822
6,"HIESTER, Joseph",1752,Representative,Republican,PA,1832
6,"HILL, William Henry",1767,Representative,Federalist,NC,1809
6,"HILLHOUSE, James",1754,Senator,Federalist,CT,1832
6,"HINDMAN, William",1743,Senator,Federalist,MD,1822
6,"HOLMES, David",1769,Representative,Democratic Republican,VA,1832
6,"HOWARD, John Eager",1752,Senator,Federalist,MD,1827
6,"HUGER, Benjamin",1768,Representative,Federalist,SC,1823
6,"IMLAY, James Henderson",1764,Representative,Federalist,NJ,1823
6,"JACKSON, George",1757,Representative,Republican,VA,1831
